creation_date,accession_number,artist,credit_line,display_title,display_dimensions,medium,media_support,facility,current_location,location_description,street_address_or_intersection,zip_code,latitude,longitude,number_of_districts,cultural_districts,supervisor_district,the_geom,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods
2008,2011.29.b,"Smith, Owen",Collection of the City and County of San Francisco,Building the Iron Horse,,Ceramic tile mosaic,Ceramic tile mosaic,Laguna Honda Hospital,City Agency,Lobby,375 Laguna Honda Boulevard,94116,37.74879299500003,-122.45581098899999,0,,07,POINT (-122.45581098899999 37.74879299500003),49,7,8,38,49
ca. 1970,1970.31,"Bowler, Patti",Collection of the City and County of San Francisco; Purchased by the San Francisco Arts Commission for Health Center #4,Dragon Relief,114  x 672  x 30 in.,Sheet bronze and sheet brass,Sheet bronze and sheet brass,Chinatown Public Health Center,Public Display,East Side Building Facade Broadway Tunnel Entrance,1490 Mason Street,94133,37.79713298100006,-122.41175796899995,0,,03,POINT (-122.41175796899995 37.79713298100006),107,6,3,6,107
2008,2008.6.b,Daub Firmin Hendrickson,Collection of the City and County of San Francisco; Gift to the City of San Francisco from the Harvey Milk City Hall Memorial Committee,Harvey Milk [relief],7 1/2 x 7 3/4 x 3/8 in.,Bronze,Bronze,City Hall,Public Display,"2nd floor, Supervisor's Rotunda",1 Dr Carlton B Goodlett Place,94102,37.77939475800008,-122.41847662199996,0,,06,POINT (-122.41847662199996 37.77939475800008),21,4,10,36,21
,1984.2,"Bufano, Beniamino",Collection of the City and County of San Francisco; Gift of the artist,Torso,102  x 66  x 51 in.,Granite,Granite on granite and stone base,Eureka Valley Library,Public Display,Lobby,1 Jose Sarria Court,94114,37.764133009000034,-122.43205298799997,1,Castro Cultural District,08,POINT (-122.43205298799997 37.764133009000034),38,3,5,5,38
1986,1987.31,"Hiramoto, Judy",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Mission Recreation Center,Animal Hopscotch,108  x 108 in.,Ceramic tile,Ceramic tile on concrete,Mission Recreation Center,Public Display,Courtyard,2450 Harrison Street,94110,37.75814900100005,-122.41258601799997,0,,09,POINT (-122.41258601799997 37.75814900100005),53,3,2,20,53
2009,2009.7.1-24,Wowhaus,Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the Sunnyside Conservatory,Sunnyside Menagerie,Varies,Bronze,Bronze on concrete,Sunnyside Conservatory,Public Display,Garden Walkways,236 Monterey Boulevard,94131,37.731900987000074,-122.44080604199996,0,,07,POINT (-122.44080604199996 37.731900987000074),95,9,8,41,95
1999,1999.19.15,"Fuller (McChesney), Mary",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Portsmouth Square,Serpent Wall,59 x 15 x 381 in.,cast concrete,cast concrete,Portsmouth Square,Public Display,Lower Level Playground,Clay Street & Kearny Street,94108,37.79445005900004,-122.40477995099995,0,,03,POINT (-122.40477995099995 37.79445005900004),104,6,3,6,104
2015,2016.12.b,"Otterness, Tom",Collection of the City and County of San Francisco,Mother with Children with Hearts [Walking Heart Figure w/Hat],13 x 11 1/4 x 8 in.,Bronze,Bronze,San Francisco General Hospital,City Agency,Acute Care Unit Pedestrian Walkway Potrero Entrance,1001 Portrero Avenue,94110,37.756327990000045,-122.40581696,0,,10,POINT (-122.40581696 37.756327990000045),54,3,9,20,54
2008,2017.4.a-b,"Keefer, Katherine and Gillman, Steve",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Coffman Pool,The Swimmers,120 x 198 in.,Laminated glass with digitally printed underlayer,Laminated glass with digitally printed underlayer,Coffman Pool,Public Display,"Natatorium, South Wall",1701 Visitacion  Avenue,94134,37.713475007000056,-122.41582201899996,0,,10,POINT (-122.41582201899996 37.713475007000056),73,9,9,19,73
1935,1973.26.a-c,"Moya del Pino, Jose",Collection of the City and County of San Francisco,Murals for Acme Beer Company,4.5' x 11.5'; 7.5' x 26'; 7.5' x 26',Fresco secco,Fresco secco,African American Art and Culture Complex,Public Display,3Rd Floor,726 Fulton Street,94102,37.77813313200005,-122.42874190999997,0,,05,POINT (-122.42874190999997 37.77813313200005),97,4,11,39,97
2005,2006.5.c,"Saulls, Vicki",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commision for the Eureka Valley Recreation Center,From the Heart Outwards,10 x 10 x 4 in.,Cold-cast bronze and zinc/aluminum,Cold-cast bronze and zinc/aluminum,Eureka Valley Recreation Center,Public Display,Interior Lobby,100 Collingwood Street,94114,37.76048000800006,-122.43624301699998,1,Castro Cultural District,08,POINT (-122.43624301699998 37.76048000800006),38,3,5,5,38
1985,1986.8,"Hasson, Bruce",Purchased by the San Francisco Art Commission for Father Alfred E. Boedekker Park,Ark (or Ark San Francisco),"55 1/2"" H X 85"" W Base: 43 1/4"" H X 54 1/4"" W",Bronze with concrete base,Bronze with concrete base,Father Alfred E. Boeddeker Park,Public Display,,295 Eddy Street,94102,37.78373098800006,-122.41226096699997,1,Compton’s Transgender Cultural District,06,POINT (-122.41226096699997 37.78373098800006),20,5,10,36,20
2006,2007.20.1-3,"Hayes, Frederick, JoeSam and Washington, Horace",Collection of the City and County of San Francisco; Commissioned  by the San Franciso Arts Commission for the 3rd Street Light Rail Project,Untitled (Third Street Rail Project),Lightrail platform,"Stainless steel, galvanized steel, stone, paint, concrete","Stainless steel, galvanized steel, stone, paint, concrete on painted steel, concrete",3rd Street Light Rail,Public Display,3Rd St. Between Kirkwood And La Salle Ave.,3rd Street & La Salle Avenue,94124,37.73722005900004,-122.38993987599999,1,African American Arts and Cultural District,10,POINT (-122.38993987599999 37.73722005900004),86,2,9,1,86
1903,1903.2.1,"Putnam, Arthur",Collection of the City and County of San Francisco; Private commission,Sphinx,94 1/2  x 60  x 144 in.,Cast concrete,Cast concrete on concrete,Golden Gate Park,Public Display,Southeast Of De Young Museum,50 Hagiwara Tea Garden Drive,94118,37.771426019000046,-122.46878902499998,0,,01,POINT (-122.46878902499998 37.771426019000046),9,8,4,12,9
2005,2006.5.g,"Saulls, Vicki",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commision for the Eureka Valley Recreation Center,From the Heart Outwards,9 3/4 x 10 x 4 1/4 in.,Cold-cast bronze and zinc/aluminum,Cold-cast bronze and zinc/aluminum,Eureka Valley Recreation Center,Public Display,Interior Lobby,100 Collingwood Street,94114,37.76048000800006,-122.43624301699998,1,Castro Cultural District,08,POINT (-122.43624301699998 37.76048000800006),38,3,5,5,38
1934,1936.4.a-d,"Puccinelli, Dorothy Wagner and Forbes, Helen",Collection of the City and County of San Francisco; Works Progress Administration Mural Project for the Mothers' House at the Fleishhacker Zoo,Noah and His Ark,,Egg tempera,Egg tempera,San Francisco Zoo,Public Display,Mother'S Building,Sloat Boulevard & Great Highway,94116,37.735410029000036,-122.50681989899999,0,,07,POINT (-122.50681989899999 37.735410029000036),43,10,8,16,43
1934,1934.12.a-b,"Wight, Clifford",Collection of the City and County of San Francisco; Commissioned by the Public Works of Art Project for Coit Tower,Farmer and Cowboy,120 x 48 in.,Fresco,Fresco,Coit Tower,Public Display,1St Floor,1 Telegraph Hill Boulevard,94133,37.80231199100007,-122.40588401599994,0,,03,POINT (-122.40588401599994 37.80231199100007),18,6,3,23,18
2015,2016.11.c.3,"Nagase, Masayuki",Collection of the City and County of San Francisco,Breath Between Sky and Ocean [Paver],33 x 49 x 2 in.,Granite,Granite,San Francisco General Hospital,City Agency,Acute Care Unit Roof Garden,1001 Portrero Avenue,94110,37.756327990000045,-122.40581696,0,,10,POINT (-122.40581696 37.756327990000045),54,3,9,20,54
1999,1999.17.4,"Goggin, Brian",Collection of the City and County of San Francisco; Commissioned for by the San Francisco Arts Commission for the Bernal Heights Sidewalk Enhancement Project,Substrada [Job],20 x 14 x 1/2 in.,Concrete,Concrete,Mission St. sidewalk,Public Display,,3146 Mission Street,94110,37.74711598500005,-122.41961801499997,0,,09,POINT (-122.41961801499997 37.74711598500005),83,9,2,2,83
,T2018.46.k,"O'Malley, Susan",,Advice from My 80-Year-Old Self: It is Possible,37 7/8 x 17 in.,,Digital print on archival rag paper,Terminal 1,SFO,BAB,,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
1999,1999.19.3,"Fuller (McChesney), Mary",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Portsmouth Square,Bench support (Rat),16 x 15 x 15 in.,cast concrete,cast concrete,Portsmouth Square,Public Display,Lower Level Playground,Clay Street & Kearny Street,94108,37.79445005900004,-122.40477995099995,0,,03,POINT (-122.40477995099995 37.79445005900004),104,6,3,6,104
1934,1934.12.a,"Wight, Clifford",Collection of the City and County of San Francisco; Commissioned by the Public Works of Art Project for Coit Tower,Farmer,120 x 48 in.,Fresco,Fresco,Coit Tower,Public Display,1St Floor,1 Telegraph Hill Boulevard,94133,37.80231199100007,-122.40588401599994,0,,03,POINT (-122.40588401599994 37.80231199100007),18,6,3,23,18
,T2018.16,"Monroe, Brendan",,Roll,,Mineral paint,,Moscone Center South,Public Display,"Moscone Center South, Outdoors, Building Wall, Howard Street and 3rd Street",747 Howard Street,94103,37.78391099000004,-122.40054398899997,1,SoMa Pilipinas – Filipino Cultural District,06,POINT (-122.40054398899997 37.78391099000004),32,1,10,34,32
2006,2007.11.2.a-b,"Buchen, Bill and Mary",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Third Street Light Rail Project,Untitled (Canopy panels),3 1/2 x 134 x 83 in.,Galvanized steel,Galvanized steel,3rd Street Light Rail,Public Display,Downtown Platform,3rd Street & 20th Street,94107,37.760460059000025,-122.38866993299996,0,,10,POINT (-122.38866993299996 37.760460059000025),55,2,9,26,55
1992,T2018.77.a-e,"Lobdell, Frank",,Yale Portfolio,,etching,etching,Terminal 1,SFO,Departures: Level 2,,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
1984,1985.14.6,"Fuller (McChesney), Mary",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission,Dragon,12 x 15 x 315 in.,Cast concrete,Cast concrete,Portsmouth Square,Public Display,Lower Level Playground,Clay Street & Kearny Street,94108,37.79445005900004,-122.40477995099995,0,,03,POINT (-122.40477995099995 37.79445005900004),104,6,3,6,104
,2018.4.a,"Arcega, Michael",Collection of the City and County of San Francisco,Auspicious Clouds | Heavy Fog [#5555 Safety Red],48 in.,Painted Steel,Painted Steel,,Public Display,Chinatown; Broadway Street between the east end of the Robert C. Levy Tunnel and Columbus Avenue; on sidewalk in front of Jean Parker Elementary School,840 Broadway,94133,37.79760999500007,-122.41079698399994,0,,03,POINT (-122.41079698399994 37.79760999500007),107,6,3,6,107
,T2018.46.j,"O'Malley, Susan",,Advice from My 80-Year-Old Self: One Day at a Time,36 7/8 x 17 in.,,Digital print on archival rag paper,Terminal 1,SFO,BAB,,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
2020,T2018.14,"Hemenway, Dana",Collection of the City and County of San Francisco,The Color of Horizons,336 x 336 x 240 in.,,"wood, steel, rope, extension cords, glazed ceramics, LED lights",,SFO,"Terminal 1, Departue Lobby, Level 2",,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
1997,1998.4.5,"deSoto, Lewis",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Civic Center Courthouse,Jury Assembly Room,80 x 333 x 1/2 in.,"Glass, stainless steel, and lighting","Glass, stainless steel, and lighting",Civic Center Courthouse,Public Display,Lower Level Jury Assembly Room,400 McAllister Street,94102,37.780413012000054,-122.41879499599997,0,,06,POINT (-122.41879499599997 37.780413012000054),21,4,10,36,21
1986,1986.1,"Fuller (McChesney), Mary",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Westside Pump Station,"Earth, Air, Sea",Overall: 86  x 78 in.,"Cast concrete, colored mosaic tiles","Cast concrete, colored mosaic tiles",Westside Pump Station,Public Display,,3000 Great Highway,94132,37.72524522500004,-122.50311576599995,0,,07,POINT (-122.50311576599995 37.72524522500004),43,10,8,16,43
1934,1934.23,"Terada, Edward Takeo",Collection of the City and County of San Francisco; Commissioned by the Public Works of Art Project for Coit Tower,Sports,108 x 120 in.,Fresco,Fresco,Coit Tower,Public Display,2Nd Floor,1 Telegraph Hill Boulevard,94133,37.80231199100007,-122.40588401599994,0,,03,POINT (-122.40588401599994 37.80231199100007),18,6,3,23,18
2017,T2020.5,"McKenna, Klea",,Born in 1717,43 in. x 50 in.,Unique gelatin silver photogram,,Hotel,SFO,"Grand Hyatt, Level 2",55 S McDonnell Road,94128,37.61242625700004,-122.39374060299997,0,,,POINT (-122.39374060299997 37.61242625700004),,,,,
1977,1979.4,"Wiley, William",Purchased by the San Francisco Art Commission for the San Francisco International Airport.,Void,144  x 312 in.,"Acrylic, pencil and paper","Acrylic, pencil and paper on canvas",Terminal 3,SFO,"BA/F, Departures Gates 89-90",,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
1969-1971,1967.82,"Voulkos, Peter",Collection of the City and County of San Francisco; Commissioned for the Hall of Justice,Untitled,360  x 480 in.,Bronze,Bronze,Hall of Justice,Public Display,West Corner Lawn,7th Street & Bryant Street,94103,37.77438005300007,-122.40484993999996,1,SoMa Pilipinas – Filipino Cultural District,06,POINT (-122.40484993999996 37.77438005300007),32,1,10,34,32
2005,2006.5.p,"Saulls, Vicki",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commision for the Eureka Valley Recreation Center,From the Heart Outwards,10 x 10 x 3 1/2 in.,Cold-cast bronze and zinc/aluminum,Cold-cast bronze and zinc/aluminum,Eureka Valley Recreation Center,Public Display,Interior Lobby,100 Collingwood Street,94114,37.76048000800006,-122.43624301699998,1,Castro Cultural District,08,POINT (-122.43624301699998 37.76048000800006),38,3,5,5,38
1935,1942.13,"Bufano, Beniamino",Collection of the City and County of San Francisco; Created for the Works Progress Administration,Horse and Rider (St. Francis on Horseback),164 x 62 x 26 in.,Granite,Granite on Bricks and mortar,Westside Courts,Public Display,"Lower Pacific Heights, Westside Courts Housing Project, Central Courtyard; boarded by Sutter, Broderick, Baker and Post Streets",2501 Sutter Street,94115,37.78494949800006,-122.441602532,0,,05,POINT (-122.441602532 37.78494949800006),103,8,11,15,103
1974,1984.4,"Rios, Michael",Collection of the City and County of San Francisco; Purchased by the San Francisco Arts Commission for the San Francisco General Hospital,Untitled,96  x 240 in.,Mosaic-tile mural,Mosaic-tile mural,San Francisco General Hospital,City Agency,Main Building Third Floor East Courtyard,1001 Portrero Avenue,94110,37.756327990000045,-122.40581696,0,,10,POINT (-122.40581696 37.756327990000045),54,3,9,20,54
